product_name,quantity,price,expiration_date,supplier,location,category,weight,barcode,shelf_life
Soup - Base Broth Beef,479,689.22,9/12/2023,Tazzy,15th Floor,clothing,71.33,7757493376440,108
Sandwich Wrap,810,82.53,12/4/2023,Youtags,Room 396,clothing,86.01,5310102811567,275
The Pop Shoppe Pinapple,679,569.61,8/1/2022,Voomm,5th Floor,clothing,19.81,4798963928226,216
Onion - Dried,586,411.63,7/7/2022,Linkbridge,7th Floor,home goods,77.75,8768203722550,47
Milk - Condensed,458,546.55,6/16/2023,Leenti,PO Box 27790,clothing,77.61,3572438559593,311
Tea - Decaf 1 Cup,35,111.61,7/9/2023,Digitube,PO Box 57856,clothing,28.55,2452405543457,251
Banana,636,289.7,10/7/2022,Dazzlesphere,Suite 34,home goods,45.85,4567406877992,136
Energy - Boo - Koo,81,490.79,7/6/2023,Aimbo,PO Box 34667,clothing,55.46,3346879446461,88
Chocolate Bar - Reese Pieces,380,524.7,6/16/2023,Brightbean,16th Floor,electronics,8.72,6496012923609,299
"Doilies - 8, Paper",650,368.7,10/9/2023,Mynte,Apt 1203,electronics,90.12,5796215707951,26
"Lemonade - Natural, 591 Ml",9,178.96,9/15/2022,Gabtype,PO Box 88372,clothing,11.16,8520333039279,107
Soup Knorr Chili With Beans,536,787.54,2/28/2022,Meemm,7th Floor,electronics,53.76,5192763570507,60
Wine - Acient Coast Caberne,202,745.49,1/1/2022,Gevee,Suite 10,home goods,85.11,4623574943110,159
"Lemonade - Natural, 591 Ml",287,838.82,8/25/2023,Avamm,Apt 204,electronics,3.43,7856383147069,125
Madeira,536,538.6,12/5/2023,Browsezoom,Room 78,home goods,84.95,1874892823633,59
Nut - Pumpkin Seeds,587,783.03,12/8/2023,Bubblemix,PO Box 59533,clothing,73.86,1148956315080,120
Soup - Campbells Beef Stew,94,432.27,2/2/2022,Photobug,Suite 5,clothing,15.32,6178173668358,208
"Vodka - Lemon, Absolut",841,768.8,3/1/2022,Yamia,12th Floor,clothing,16.9,8572410966863,285
Muffin Mix - Raisin Bran,270,634.79,8/18/2022,Yakidoo,Suite 74,home goods,98.71,1044836103093,326
Olives - Nicoise,651,661.69,6/25/2023,Skinte,Room 1938,electronics,87.59,4311524852261,211
Wine - Muscadet Sur Lie,454,82.73,8/7/2022,Rhynyx,Suite 44,home goods,84.19,2055577792485,189
"Mushroom - Morels, Dry",254,88.57,8/31/2022,Photolist,Suite 73,clothing,74.14,1906353044119,310
Squash - Butternut,215,873.73,12/30/2022,Avamba,Room 110,clothing,8.61,3733744216244,322
Pork - Bacon Cooked Slcd,405,788.9,8/31/2022,Quaxo,Apt 1814,electronics,58.81,5271999161402,275
Irish Cream - Baileys,156,182.4,3/14/2023,Flashpoint,12th Floor,clothing,93.44,8779095799562,349
Anchovy Fillets,242,139.87,6/7/2023,Zoombeat,Apt 1811,electronics,77.67,9403335368882,170
Wine - Lou Black Shiraz,727,173.25,3/16/2022,Avamba,Apt 572,electronics,39.15,1416901277216,138
Cheese - Colby,810,215.94,7/15/2022,Jatri,PO Box 56039,clothing,1.8,7392500274975,50
Beef - Prime Rib Aaa,293,382.63,4/23/2022,Katz,Apt 1940,home goods,4.32,4856869368328,24
Shrimp - 150 - 250,267,55.46,11/16/2023,Tekfly,17th Floor,electronics,30.83,9429869077704,60
"Stock - Beef, White",307,180.15,10/2/2022,Midel,Suite 69,home goods,13.26,8496123435652,263
Tea - Lemon Scented,155,386.73,2/27/2023,Blogpad,15th Floor,electronics,44.86,2853943869393,9
"Yogurt - Cherry, 175 Gr",681,215.75,3/14/2022,Blogtags,12th Floor,electronics,58.75,6432475338048,310
Sugar - Individual Portions,619,594.49,9/7/2023,Cogibox,Apt 377,electronics,34.63,2270961099573,122
Cinnamon - Ground,764,750.87,9/30/2022,Brainsphere,Suite 85,clothing,42.5,5006564592189,119
"Asparagus - White, Fresh",689,905.57,4/22/2022,Ainyx,Room 1956,home goods,49.21,1046466894457,91
Peach - Halves,368,417.6,9/11/2023,Dazzlesphere,PO Box 81854,clothing,60.13,2580656158789,168
Cloves - Whole,775,735.0,6/25/2022,Livetube,Room 633,clothing,34.04,4549609060455,85
"Placemat - Scallop, White",491,919.32,12/25/2023,Zoonder,Suite 81,home goods,34.13,8044854033402,140
"Ham - Smoked, Bone - In",291,836.65,10/11/2022,Roombo,Suite 48,clothing,57.63,3908699055934,215
"Salmon - Smoked, Sliced",939,490.81,5/24/2023,Tagchat,5th Floor,electronics,51.06,4647813926195,141
Wine - Alsace Gewurztraminer,581,5.17,10/2/2022,Thoughtstorm,18th Floor,clothing,22.75,2727375463167,99
Compound - Orange,567,964.32,9/12/2023,Yodoo,Room 854,electronics,46.59,3135770644322,259
"Beef - Cooked, Corned",310,570.69,6/27/2023,Lazzy,Apt 631,home goods,60.64,4174225944787,81
Arizona - Green Tea,414,375.48,3/17/2022,Brainsphere,PO Box 82386,clothing,24.06,3702446645628,171
Honey - Comb,911,340.82,8/24/2023,Zoozzy,Suite 58,clothing,60.39,8362236998204,73
Flour Dark Rye,379,951.89,4/6/2023,Quaxo,PO Box 14416,electronics,87.23,9243913655831,4
Longos - Lasagna Veg,584,142.72,8/16/2023,Gabvine,7th Floor,clothing,92.82,2400864815504,351
Puree - Blackcurrant,963,410.54,9/2/2022,Jaxnation,Suite 61,home goods,34.37,1576107975956,6
Glass - Juice Clear 5oz 55005,605,992.11,6/8/2022,Vinte,Apt 1817,electronics,70.33,2019770971883,223
Mountain Dew,465,933.83,10/22/2023,Ozu,Room 1183,home goods,74.22,5510623164875,346
Soup - Campbells Chicken,4,845.4,2/21/2023,Ntag,Apt 893,clothing,94.83,8080065775492,132
Bread Ww Cluster,34,238.43,1/29/2023,Quatz,PO Box 29061,electronics,88.52,5087816471402,93
Pants Custom Dry Clean,269,990.35,11/8/2022,Npath,17th Floor,home goods,26.63,1636855899392,206
Turnip - Wax,597,507.19,9/15/2022,Flipopia,PO Box 85760,home goods,42.21,4879098242118,197
"Crab - Dungeness, Whole",123,241.6,7/27/2023,Gigaclub,Suite 91,clothing,80.87,7223813791151,185
Soup Campbells Turkey Veg.,697,86.41,2/14/2023,Minyx,18th Floor,electronics,18.33,4561654950157,88
Cassis,43,150.4,12/10/2023,Jetpulse,PO Box 57099,clothing,91.38,3489871868155,131
Muffin Hinge Container 6,829,563.52,11/26/2022,Livefish,11th Floor,electronics,37.94,3683546889502,241
Pastry - Raisin Muffin - Mini,736,775.31,8/16/2022,Edgepulse,Room 1476,home goods,30.08,7344663094981,161
Bagel - 12 Grain Preslice,639,11.99,7/1/2023,Katz,Apt 814,home goods,70.74,5804375609210,218
Bread - Onion Focaccia,108,243.78,12/3/2023,Mita,Suite 22,electronics,96.22,1903157790261,190
Sauce - Cranberry,883,843.0,7/1/2023,Devcast,Apt 487,home goods,53.11,8229004606530,286
"Rum - Light, Captain Morgan",855,906.33,5/7/2022,Voonix,PO Box 20544,electronics,75.38,6761188376495,3
"Soup - Beef, Base Mix",257,598.52,6/7/2022,Dynazzy,2nd Floor,home goods,17.71,1718180045464,233
"Salmon - Whole, 4 - 6 Pounds",602,21.62,4/2/2022,Thoughtworks,Room 1026,electronics,0.39,2018675687778,59
Turkey - Ground. Lean,100,672.52,1/8/2022,Skyble,Room 704,home goods,29.8,4851860058120,107
Pur Value,850,223.0,7/23/2023,Trudoo,Apt 446,home goods,11.34,3625585456811,100
Bread Base - Italian,632,158.79,5/19/2023,Mymm,Suite 31,clothing,23.98,2836422099105,322
Sauce - Ranch Dressing,657,815.06,6/13/2022,Einti,Apt 691,electronics,62.67,1464178915153,12
Tequila - Sauza Silver,163,172.15,9/22/2023,Yodel,Room 367,home goods,59.56,2805374690554,212
"Wine - Red, Antinori Santa",366,185.6,2/4/2023,Feedfish,19th Floor,home goods,33.06,2785083715709,289
Wine - Acient Coast Caberne,890,669.13,4/19/2023,Twinder,Apt 114,home goods,32.29,2584896327500,337
Rabbit - Frozen,95,529.99,12/7/2023,Bubblemix,Suite 99,electronics,88.53,5143375498299,275
Bagelers - Cinn / Brown,329,719.24,8/18/2022,Fanoodle,13th Floor,home goods,9.41,7738761355070,113
Wine - Carmenere Casillero Del,941,70.55,8/26/2022,Brightdog,Suite 54,home goods,25.48,1351480135193,260
Extract Vanilla Pure,171,923.57,12/12/2023,Livetube,Apt 1333,clothing,31.65,6162491852849,331
Lobster - Live,232,356.8,1/11/2022,Divape,PO Box 32382,home goods,3.97,9566923779805,242
Crackers - Melba Toast,472,656.53,7/31/2023,Avamba,Room 292,electronics,16.55,4988509489545,167
"Napkin - Beverge, White 2 - Ply",858,666.96,6/28/2022,Ainyx,Room 1843,electronics,64.82,6659442185155,51
"Vodka - Lemon, Absolut",299,526.4,10/31/2022,Kwimbee,PO Box 64775,home goods,18.4,3701736023025,93
Appetizer - Cheese Bites,975,302.52,5/17/2023,Bubblebox,PO Box 94446,home goods,89.28,4270470093211,323
Octopus,77,671.25,11/25/2022,Wikido,Room 343,electronics,96.3,2907153848905,362
Parasol Pick Stir Stick,54,673.64,11/4/2022,Avaveo,PO Box 83100,clothing,8.67,3465722541604,248
Slt - Individual Portions,553,373.5,3/31/2023,Skaboo,PO Box 44428,home goods,68.36,2081699573185,45
Oneshot Automatic Soap System,576,150.95,11/4/2023,Mydo,Room 1497,home goods,14.39,8404248632729,210
Wine - Pinot Grigio Collavini,928,365.83,9/6/2023,Devify,PO Box 11442,clothing,48.79,9435357669876,231
Wine - Tribal Sauvignon,352,39.51,1/26/2023,Abatz,Room 1786,home goods,48.07,7317501555026,113
"Tart Shells - Sweet, 3",32,839.47,3/11/2023,Twitterbeat,Apt 920,home goods,53.46,6145375243457,157
"Ecolab - Orange Frc, Cleaner",732,341.01,7/21/2022,Youopia,Apt 644,electronics,85.06,7986060950272,21
Butter - Pod,659,617.47,2/14/2023,Livetube,Apt 231,home goods,37.74,6824708561875,202
Calypso - Lemonade,243,306.16,5/12/2022,Midel,Room 237,home goods,97.27,5825991028172,286
"Beans - Navy, Dry",862,862.41,2/2/2023,Flashspan,PO Box 12051,home goods,70.37,8369452228748,331
"Tart Shells - Savory, 2",514,940.44,3/29/2022,Fiveclub,Apt 372,home goods,37.09,6444211494070,13
Cake - Cake Sheet Macaroon,602,20.67,12/25/2023,Jatri,Room 1430,clothing,28.18,3056190051547,30
Sauce - Balsamic Viniagrette,632,230.87,6/1/2022,Jaxworks,5th Floor,clothing,89.46,8797481474140,120
Cheese - Le Cru Du Clocher,882,575.95,6/28/2023,Wikivu,Room 1636,home goods,72.21,8367317029502,46
Kiwano,289,933.96,8/21/2023,Agivu,13th Floor,clothing,40.28,8682948734315,80
Wine - Pinot Grigio Collavini,644,484.4,9/11/2023,Viva,Apt 1832,home goods,25.84,8784302790348,148
"7up Diet, 355 Ml",584,825.52,11/18/2023,Brainsphere,PO Box 85077,home goods,89.34,2386344989213,158
Lamb - Rack,596,692.24,12/11/2022,Dabvine,Apt 316,home goods,98.12,6511933095010,178
Clam - Cherrystone,579,959.1,5/17/2022,Jabbercube,PO Box 73291,electronics,8.01,7862633552874,167
Tart - Lemon,784,892.56,12/27/2023,Trudeo,Apt 754,electronics,16.29,7141202110562,363
Waffle Stix,676,486.18,3/2/2023,Mynte,5th Floor,home goods,62.61,4564230912834,37
Wine - Chateauneuf Du Pape,539,278.06,7/7/2023,Dablist,Room 1779,home goods,1.75,9972138379755,258
"Stock - Veal, Brown",658,639.59,7/29/2022,Oyondu,Apt 1808,electronics,9.05,2508003094169,79
"Artichokes - Knobless, White",454,352.48,10/19/2023,Tagpad,PO Box 36200,clothing,65.71,5407096336878,167
"Halibut - Whole, Fresh",596,269.68,12/24/2022,Skippad,11th Floor,clothing,53.91,8720261869492,48
"Juice - Apple, 500 Ml",796,910.85,5/2/2023,Twiyo,8th Floor,home goods,37.12,8283317948924,255
Raspberries - Frozen,977,638.34,4/25/2023,Twimm,Apt 682,clothing,29.88,4717302748202,336
Jagermeister,896,241.16,7/20/2023,Trudoo,Apt 1447,home goods,1.79,2954596990176,189
Dried Cranberries,359,297.8,2/2/2023,Blogspan,PO Box 85904,clothing,64.06,8806481269297,162
"Placemat - Scallop, White",123,509.79,9/28/2022,Roomm,PO Box 51737,electronics,47.2,7365579125682,339
Nantucket Orange Juice,234,987.4,5/22/2022,Centidel,Room 594,electronics,81.09,7541519259552,238
"Wine - Cahors Ac 2000, Clos",353,417.09,10/2/2022,Flashset,Suite 18,home goods,80.47,7044969995431,23
"Beans - Fava, Canned",349,406.1,8/11/2023,Babbleblab,PO Box 8143,home goods,64.85,8945922730058,143
"Beer - Alexander Kieths, Pale Ale",418,935.09,11/16/2023,Twitterworks,PO Box 35075,clothing,87.77,2619297555578,7
Cheese - Montery Jack,685,583.96,12/28/2023,Thoughtblab,7th Floor,home goods,40.57,4982879704181,231
"Marsala - Sperone, Fine, D.o.c.",543,476.08,2/21/2023,Abatz,2nd Floor,home goods,59.38,2041472080027,54
Bagel - Plain,556,615.1,9/4/2023,Edgetag,18th Floor,home goods,81.18,6764176177176,273
Parsley - Fresh,644,332.42,6/4/2023,Trudoo,PO Box 8364,home goods,6.29,5548360090505,242
Tarts Assorted,646,526.95,10/9/2023,Zooxo,Suite 99,clothing,55.02,9392030574269,105
Flour - Semolina,586,75.57,8/24/2023,Skinder,20th Floor,clothing,80.94,9678329175724,49
Cape Capensis - Fillet,896,270.75,12/3/2023,Topiczoom,14th Floor,clothing,42.81,4374374029294,28
"Pork - Sausage, Medium",736,493.21,5/9/2023,Babblestorm,PO Box 69134,home goods,63.75,1053552651997,97
Cup - Translucent 7 Oz Clear,651,170.13,7/22/2022,Fivechat,15th Floor,home goods,34.36,9837317511064,287
Shopper Bag - S - 4,183,758.54,9/30/2023,Mudo,Room 898,home goods,6.28,5992476583649,285
Wine - Sauvignon Blanc,443,919.68,9/19/2022,Devshare,Room 1814,home goods,6.87,6838068815924,117
Pastry - Plain Baked Croissant,802,123.15,11/8/2022,Brainbox,PO Box 56232,home goods,36.55,8779411158242,7
Sauce - Hollandaise,329,92.82,12/24/2023,Browsedrive,Room 2,home goods,25.19,6723947138109,168
Irish Cream - Baileys,584,456.67,7/11/2023,Meeveo,Suite 7,home goods,56.74,6577103769544,167
Carbonated Water - Peach,429,617.29,8/8/2023,Skinder,PO Box 1857,home goods,11.34,3699257697701,207
Cheese - Goat,43,253.71,5/2/2023,Voolith,Apt 1888,home goods,98.3,7045566055744,148
Bread - Sour Sticks With Onion,44,535.28,6/27/2023,Devshare,PO Box 40156,electronics,49.58,6605315571475,145
Oysters - Smoked,999,880.65,1/20/2022,Quire,Room 572,clothing,58.15,9053974730461,108
Appetizer - Veg Assortment,795,755.33,7/18/2023,Gabvine,Suite 17,home goods,50.34,8006146135306,60
"Cheese - Woolwich Goat, Log",197,928.31,8/28/2023,Vidoo,8th Floor,clothing,79.1,1664754666077,4
Sterno - Chafing Dish Fuel,22,26.57,11/22/2022,Feedfish,PO Box 25645,clothing,78.44,3073020412642,326
Cheese - Valancey,488,359.71,9/28/2023,Kwimbee,Suite 70,electronics,35.25,3591759178040,136
"Veal - Inside Round / Top, Lean",227,616.79,2/25/2023,Jetpulse,7th Floor,clothing,21.11,8907225093402,316
"Onions - Dried, Chopped",950,528.48,8/31/2023,Devcast,PO Box 42394,electronics,6.92,7920248078196,276
Fork - Plastic,140,136.54,10/8/2022,Eadel,12th Floor,home goods,76.73,1418683572103,9
"Red Snapper - Fillet, Skin On",571,615.81,4/8/2022,Cogibox,Room 439,home goods,39.87,7117141459495,216
"Cheese - Brie, Cups 125g",125,813.98,2/22/2022,Wordware,Room 1381,home goods,34.27,6541165218576,355
Wine - Valpolicella Masi,436,636.74,9/4/2022,Innojam,Room 1052,electronics,80.7,4243924098586,74
Appetizer - Smoked Salmon / Dill,265,504.38,6/13/2022,Devpoint,Apt 1230,home goods,6.75,7921462197758,154
Pastry - Banana Muffin - Mini,926,152.34,10/29/2022,Lazz,Room 1633,electronics,90.93,9044969591906,47
Cheese Cloth No 100,81,805.11,12/14/2023,Rhynyx,Apt 1951,electronics,67.26,3546823079587,132
Limes,148,562.94,12/19/2023,Wikivu,PO Box 92065,clothing,91.86,6680320876304,312
Baking Powder,98,364.92,8/7/2022,Mynte,Room 653,home goods,97.11,9237442649028,294
Shrimp - Black Tiger 8 - 12,320,365.71,9/5/2023,InnoZ,Apt 530,electronics,88.41,5105153328861,122
Galliano,309,560.89,12/10/2023,Oyoloo,Apt 1600,home goods,56.05,2822770449928,334
Paper Towel Touchless,818,450.67,7/17/2022,Flipstorm,PO Box 66949,electronics,87.21,5715664257620,319
Spinach - Packaged,885,703.97,1/31/2023,Tanoodle,Room 394,electronics,64.4,6172486328718,182
"Beans - Black Bean, Dry",890,582.48,11/12/2022,Jayo,Suite 11,electronics,93.57,5244648405119,7
Langers - Cranberry Cocktail,201,87.79,11/30/2023,Abatz,Apt 1296,electronics,18.58,8719898473456,155
Ice Cream Bar - Rolo Cone,959,818.57,7/1/2023,Tavu,1st Floor,clothing,62.28,3238127219017,53
Ecolab Silver Fusion,926,448.37,8/15/2022,Yata,PO Box 15163,electronics,45.5,6073235230172,111
Glucose,344,676.23,3/28/2023,Jaxworks,Suite 10,electronics,57.78,5586566724405,114
Bonito Flakes - Toku Katsuo,801,683.72,5/23/2022,BlogXS,PO Box 75511,clothing,20.15,2463208793886,49
Orange Roughy 4/6 Oz,940,166.74,8/18/2023,Tagtune,PO Box 75671,home goods,37.64,3290140225582,317
Veal - Osso Bucco,213,727.69,5/4/2023,Wordtune,PO Box 15730,clothing,61.9,3146370953991,1
Amaretto,143,360.73,3/26/2023,Yambee,PO Box 4222,clothing,59.64,8630028193184,346
Scallops - 10/20,44,908.12,12/17/2023,Meevee,Apt 1581,electronics,18.48,1388945773275,47
Soap - Pine Sol Floor Cleaner,193,304.53,3/29/2023,Flashset,16th Floor,home goods,70.23,2182023646449,239
Lemon Tarts,564,275.21,4/6/2022,Flipstorm,PO Box 87074,clothing,91.04,3980250197760,184
Sherry - Dry,867,336.1,2/17/2023,Omba,PO Box 72769,clothing,56.5,2843020310605,71
Onions - White,480,936.34,10/27/2022,Quire,Apt 427,electronics,55.56,3789889028062,21
Cream Of Tartar,583,346.12,3/16/2022,Eare,Room 461,electronics,28.41,5410506746221,61
"Pasta - Cannelloni, Sheets, Fresh",82,162.95,3/6/2023,Innotype,Suite 94,home goods,37.42,6968845504444,15
"Veal - Brisket, Provimi,bnls",606,287.53,5/25/2023,Oba,PO Box 96054,electronics,39.62,8985131420842,56
Sausage - Breakfast,667,109.76,6/4/2023,Ntags,PO Box 17939,clothing,99.91,7436949037912,58
Pork Loin Bine - In Frenched,507,901.2,5/6/2023,BlogXS,12th Floor,home goods,64.89,3516101112409,58
Potatoes - Pei 10 Oz,47,732.66,11/20/2023,Fadeo,Apt 1091,electronics,75.22,7939048108398,323
Pear - Halves,982,743.6,7/2/2023,Voomm,Room 292,electronics,64.4,1283556108550,255
"Pork - Loin, Boneless",91,336.66,5/23/2022,Youopia,Suite 75,clothing,80.94,6934692940424,310
Chivas Regal - 12 Year Old,281,681.82,6/4/2022,Ainyx,Room 697,clothing,0.31,5845225645002,306
Coffee Cup 8oz 5338cd,398,617.88,5/22/2022,Kwimbee,Suite 99,home goods,15.04,1791596704189,238
Rappini - Andy Boy,288,346.61,8/14/2022,Realbuzz,PO Box 60509,electronics,64.41,7324112405289,86
Pie Box - Cello Window 2.5,714,974.67,2/7/2022,Chatterpoint,2nd Floor,home goods,23.51,2036629541595,142
Bagel - Plain,99,755.2,5/7/2022,Gabtype,Room 275,clothing,32.77,5357509831253,50
Tilapia - Fillets,354,812.39,9/11/2023,Trilia,PO Box 35174,home goods,60.67,5177039144310,360
Cheese - Victor Et Berthold,728,518.63,10/8/2023,Rhynyx,13th Floor,clothing,80.46,7024591775957,273
Sugar - Palm,775,460.01,6/30/2022,Talane,Room 1080,home goods,41.55,3531800526747,181
Coffee - Frthy Coffee Crisp,130,417.92,9/15/2022,Meetz,PO Box 72823,electronics,30.88,8572621479704,338
Wiberg Super Cure,570,159.57,2/17/2022,Topicware,Suite 14,clothing,57.58,3974060648340,232
Pasta - Cheese / Spinach Bauletti,261,370.18,10/8/2023,Roomm,PO Box 7262,electronics,57.96,2671282094456,286
Bagel - Whole White Sesame,28,11.75,7/11/2023,Layo,PO Box 56795,clothing,89.92,3415692338798,306
Tarts Assorted,372,120.22,8/6/2023,Babblestorm,18th Floor,home goods,53.86,5846611727241,305
"Bread - White, Unsliced",859,544.83,4/4/2023,Bluezoom,Apt 1587,electronics,97.18,5489276594865,41
Flour - So Mix Cake White,681,753.28,1/29/2023,Voonte,PO Box 2331,electronics,33.23,6077796026843,6
Uniform Linen Charge,352,811.63,1/22/2022,Voomm,PO Box 10812,home goods,94.49,8754498463036,80
Bread - Bistro White,400,287.67,6/13/2023,Trilith,Suite 18,electronics,35.46,1475876426146,169
Lemon Balm - Fresh,921,652.61,11/24/2022,Janyx,20th Floor,home goods,51.14,2881312964939,81
Snapple Lemon Tea,256,138.87,4/8/2023,Mydo,Room 1706,home goods,48.66,2645085640563,317
"Peas - Pigeon, Dry",497,94.32,3/10/2022,Edgewire,Room 670,clothing,32.32,2022659032777,183
Oven Mitts - 15 Inch,289,824.72,3/18/2022,Dynazzy,5th Floor,home goods,5.61,3883777616387,267
"Red Snapper - Fillet, Skin On",605,387.46,8/21/2023,Skibox,Apt 1740,electronics,73.4,7375974780598,49
"Lid - 10,12,16 Oz",79,535.89,4/16/2023,Rooxo,PO Box 32348,electronics,12.08,8414545081447,359
Wine - Vouvray Cuvee Domaine,482,873.83,5/1/2022,Flashdog,Apt 696,electronics,25.68,4734425744820,161
Puree - Pear,176,172.16,3/16/2022,Jamia,Room 567,electronics,8.15,8030092843276,295
Butter - Salted,486,768.87,3/11/2023,Myworks,Suite 73,electronics,51.53,9766119549478,123
Sage Ground Wiberg,485,381.37,11/18/2022,Yadel,8th Floor,clothing,32.22,9448578103597,5
Tea - Orange Pekoe,976,494.82,9/24/2023,Gabtype,8th Floor,clothing,51.18,5094700666848,180
"Bread - Pita, Mini",755,751.43,2/1/2023,Meevee,Room 128,home goods,52.29,1271321790028,105
Dooleys Toffee,904,576.1,3/20/2022,Agivu,Apt 467,home goods,52.63,3896242718823,140
"Corn - Cream, Canned",907,921.48,11/16/2023,Buzzdog,Room 1326,electronics,93.97,4344277694907,62
"Mushroom - Shitake, Dry",996,677.76,3/7/2023,Tazzy,Apt 830,electronics,98.37,2962828910689,267
Grapefruit - Pink,614,452.71,12/4/2022,Skiptube,Apt 1819,home goods,21.85,3480768659738,54
"Gingerale - Schweppes, 355 Ml",666,573.75,3/16/2023,Rhynyx,Room 271,clothing,97.07,4866298193189,36
Pickerel - Fillets,107,102.01,5/14/2022,Kwilith,PO Box 88330,electronics,21.18,4784458248393,220
Bacardi Breezer - Tropical,767,679.41,8/26/2023,Dazzlesphere,Apt 1229,clothing,88.32,3224511945898,303
Sage Derby,851,531.19,11/20/2022,Quire,PO Box 70506,electronics,25.65,8412577770760,37
Pasta - Fusili Tri - Coloured,51,82.6,7/5/2022,Mita,Suite 86,electronics,63.06,7142825186910,61
Country Roll,281,432.32,12/3/2023,Skinder,PO Box 65699,electronics,42.22,6644095921753,291
Bagel - Ched Chs Presliced,543,998.46,11/14/2022,Gevee,17th Floor,clothing,29.12,5311399309775,157
Wine - Dubouef Macon - Villages,965,131.07,12/5/2023,Devcast,1st Floor,electronics,62.7,3890187421576,268
Snapple Lemon Tea,911,770.14,10/5/2023,Dabfeed,Apt 1685,electronics,78.47,4298637468937,203
Spice - Montreal Steak Spice,656,142.53,10/27/2023,Bluejam,Suite 15,clothing,47.41,6370599554157,249
Dill Weed - Fresh,223,471.99,9/1/2023,Layo,PO Box 1603,home goods,6.33,6128772106610,338
"Beef - Tongue, Fresh",472,278.99,2/27/2023,Linklinks,Apt 1553,home goods,36.69,6365072523220,216
Beef - Top Butt Aaa,102,72.69,12/8/2022,Feedspan,Suite 43,clothing,58.15,1270823052681,294
Orange Roughy 6/8 Oz,398,950.68,5/19/2022,Linktype,PO Box 77802,electronics,60.92,3822753714112,32
Beef - Tenderloin,418,380.77,11/28/2023,Leenti,PO Box 6391,clothing,35.93,2479615841314,96
Nori Sea Weed,831,670.58,6/18/2023,Dabshots,Apt 413,electronics,3.4,2444332512622,98
Kiwi Gold Zespri,23,662.19,2/11/2023,Twiyo,Suite 94,electronics,76.45,2118964753763,103
Table Cloth 90x90 White,930,69.46,5/20/2022,Dabshots,Apt 87,clothing,65.34,8030074929436,322
Wine - Chateau Bonnet,286,76.46,11/17/2023,Tagchat,Apt 927,clothing,18.87,6451684315987,151
Bread - English Muffin,630,300.77,5/12/2023,Skajo,PO Box 60254,electronics,3.58,4778521842681,277
Soup Campbells Turkey Veg.,823,726.31,9/16/2022,Gigaclub,Room 1021,home goods,69.81,9025001879832,67
"Wine - White, Cooking",933,399.59,12/29/2022,Yabox,Apt 1237,clothing,31.93,3656090033846,144
Beer - Blue,722,559.72,4/16/2022,Thoughtmix,PO Box 5502,electronics,8.8,1217323348571,163
Dc Hikiage Hira Huba,752,159.99,4/7/2022,Wordpedia,2nd Floor,home goods,77.73,8861736509320,34
Tomato - Plum With Basil,386,229.91,8/7/2023,Aibox,12th Floor,electronics,84.98,7015526556866,130
Beef Cheek Fresh,279,282.05,7/5/2022,Yadel,Apt 610,clothing,64.86,8234219328367,225
"Wine - White, Mosel Gold",723,182.58,5/20/2023,Twitterwire,Apt 1293,clothing,34.12,6678328328166,166
Sea Bass - Fillets,772,111.57,10/4/2023,Latz,PO Box 26529,home goods,81.76,8466887048657,355
Lime Cordial - Roses,39,944.16,9/8/2023,Ozu,Room 133,electronics,34.06,1127219696125,320
Wine - White Cab Sauv.on,590,799.73,11/9/2022,Photofeed,13th Floor,clothing,97.22,9118749440641,65
Sage Ground Wiberg,805,329.14,7/19/2023,Devshare,Room 1416,clothing,65.27,7677239578920,253
Remy Red,292,945.83,2/22/2022,Eazzy,PO Box 23333,clothing,96.17,5044147651173,352
"Fish - Atlantic Salmon, Cold",649,977.83,12/11/2023,Yombu,13th Floor,electronics,61.93,3970192466641,125
Tomato - Peeled Italian Canned,623,991.1,7/13/2023,Demizz,Room 1152,electronics,54.27,6617203630282,21
Egg - Salad Premix,577,701.78,7/19/2022,Centimia,12th Floor,home goods,99.47,7664979919583,358
Sour Puss - Tangerine,538,190.85,12/15/2022,Jabberstorm,Apt 734,clothing,35.15,9175923700791,299
Muffin Mix - Blueberry,547,822.04,6/15/2022,Riffpedia,PO Box 93337,electronics,23.34,6704040563006,339
Lettuce - Lolla Rosa,840,253.16,6/4/2022,Yodo,Room 1422,clothing,25.14,2701499822318,221
Wine - Toasted Head,564,593.36,10/5/2022,Meetz,Suite 70,clothing,59.27,6554463090901,62
"Bread - Pullman, Sliced",664,853.92,10/12/2022,Plajo,Room 1610,home goods,3.7,9789917911641,41
Strawberries,894,930.69,1/20/2022,Jaloo,Suite 14,home goods,68.52,8863348442047,196
Pumpkin,343,862.09,5/1/2022,Twitterbeat,PO Box 35817,electronics,51.24,9075208511791,80
Orange - Blood,453,974.55,4/5/2023,Tazz,Suite 66,home goods,47.02,2434447881432,298
Eggplant - Regular,284,415.81,7/15/2023,Roomm,Room 508,clothing,94.36,5148012158403,325
Chicken - Bones,968,900.54,6/19/2022,Shufflester,PO Box 13877,electronics,41.46,6238453867707,57
Chick Peas - Dried,854,597.28,1/5/2022,Mybuzz,Apt 1244,electronics,57.32,3268490914439,51
Asparagus - Mexican,855,958.76,5/6/2022,Yakidoo,PO Box 58464,electronics,68.08,1684277928334,237
Lamb - Sausage Casings,991,483.45,6/5/2023,Jaloo,PO Box 73336,electronics,92.81,3892935787331,175
